ID,A1,A2,A3,A4,A5,Score
1897__reaction_3__hostile_6,2,1,1,1,0,0.778958015887
2613__definition_11__extend_9,2,2,1,1,0,0.592407751112
6888__disconcerting_30__habit_31,3,2,2,2,1,1.07691535116
3035__virtue_2__rewarded_4,3,2,2,1,0,0.920563124248
2656__threshold_13__crossed_9,2,1,1,1,0,0.669104009241
1927__returns_22__transferred_13,1,0,0,0,0,0.151380906824
6752__baillis_43__products_52,2,2,2,0,0,0.571139126663
6835__talking_9__balance_5,1,0,0,0,0,0.189702089847
1316__centuries_29__unbowed_27,3,3,2,2,0,1.30515260296
2610__confirmed_5__rule_7,2,1,1,0,0,0.393544129196
6957__interpreted_27__sense_34,1,1,1,0,0,0.459284002183
6763__accompanied_20__links_34,3,1,0,0,0,0.280526408725
1684__inspiration_29__owing_23,2,2,1,1,0,0.608754931131
1477__cuts_12__automatic_10,3,3,1,1,1,1.00044992349
2141__deal_15__manage_20,2,0,0,0,0,0.186772415178
4820__drapes_30__pale_28,3,2,2,2,1,1.04278999222
3744__diversity_24__structures_28,2,2,1,1,0,0.593207033083
6900__written_9__recognition_2,2,0,0,0,0,0.1452706649
2732__leave_5__outskirts_12,1,1,0,0,0,0.294767497678
136__collaborated_3__historical_13,2,2,1,0,0,0.417351517715
1534__cabs_18__carried_14,2,1,1,0,0,0.391318173743
6660__conventions_28__incarnation_20,3,2,2,0,0,0.548608519194
4948__pushed_17__pools_14,3,3,2,1,0,1.43326289645
3690__introversion_8__degree_4,3,3,3,2,2,1.54691977415
4984__conditions_14__feeling_18,2,1,0,0,0,0.321006629154
1749__focus_15__team_11,1,1,1,0,0,0.38252384674
6430__partly_15__constructed_17,2,1,1,1,0,0.679489270806
198__sponsorship_17__sources_13,2,2,1,1,0,0.62432202905
3747__methodology_17__modelling_16,3,1,1,1,0,0.67920355652
4987__mistaken_11__primitive_5,1,0,0,0,0,0.14429044577
2516__regarded_16__culpable_6,3,1,1,0,0,0.476519316012
1748__understanding_10__deep_9,3,2,1,1,1,0.82303770043
7060__adept_10__handling_12,3,3,2,1,1,1.35804226765
1392__man-made_3__mechanism_4,3,1,1,1,0,0.634289409644
10272__pay_4__round_8,2,2,1,0,0,0.404044064299
543__unfixed_6__fix_3,2,1,1,0,0,0.359597609791
1048__agents_4__charge_6,1,1,1,0,0,0.443350009658
3157__statement_16__-sounding_15,3,3,2,1,0,1.0694911458
572__waste_40__plants_42,2,1,1,1,0,0.647485671887
441__duly_22__consumed_24,2,2,2,1,0,0.711561032737
7096__offered_5__join_7,2,1,1,1,0,0.627733779924
134__foundations_5__laid_3,1,1,1,1,0,0.683349806827
486__physics_17__dull_16,3,3,3,3,2,2.1107807518
1735__user_17__driven_14,3,2,2,1,1,0.743379069321
104__According_1__arrangement_7,1,1,0,0,0,0.239714920179
6439__survey_2__helped_7,2,1,0,0,0,0.281364877052
6300__Characteristics_6__Link_4,2,1,1,0,0,0.377625484233
3718__doubt_6__inherited_18,2,1,0,0,0,0.263531856667
2912__carried_13__chaos_3,3,2,0,0,0,0.319758385591
3485__cities_12__harder_8,2,1,1,0,0,0.459284002183
12758__credit_6__column_7,3,2,2,1,0,0.726639503706
1500__consequences_19__cope_16,2,1,1,1,0,0.662852827543
1238__comes_3__subjects_7,1,1,0,0,0,0.344930713493
7027__electoral_26__landslide_27,3,3,2,1,1,1.39448166159
5331__marvelling_18__retained_3,2,2,0,0,0,0.244595250805
186__unimportant_6__body_7,2,2,2,1,1,0.741874847999
636__smoke-cleaning_17__section_18,3,2,2,1,0,0.765674200208
5455__ebb_7__lowest_6,3,3,3,2,1,1.69260592669
3715__criminal_12__rest_23,1,0,0,0,0,0.161833212282
8728__low_9__market_6,2,2,1,1,0,0.611217772195
1885__authority_12__developing_10,1,1,1,0,0,0.38252384674
1486__stone_11__based_18,3,3,2,1,0,0.946332372674
4577__inch_4__model_6,3,3,1,0,0,0.601077327761
692__oncology_13__department_10,2,1,1,0,0,0.421787439439
3559__exclusion_37__highlighted_9,2,1,0,0,0,0.294456348517
14443__margarine_9__lot_7,3,2,1,1,0,0.777907668348
6715__sharpened_4__application_7,3,2,2,2,1,1.07691535116
6786__assumed_45__occupy_15,1,0,0,0,0,0.189702089847
2615__fault_27__element_28,3,3,1,0,0,1.26770471187
4603__mother_16__hen_17,3,2,2,1,1,0.965644797923
1105__gear_29__accompaniment_32,3,3,2,0,0,0.683747778596
12782__feel_3__atmosphere_5,2,1,1,1,0,0.811084452669
1864__reminiscent_17__process_20,2,2,2,2,0,1.01516665894
816__communicate_6__hard_4,1,1,1,1,0,0.607810363762
1276__wave_4__arose_8,2,2,1,1,0,0.668019781443
5371__immediately_9__returned_10,1,1,1,0,0,0.369248292463
490__false_10__position_11,3,2,1,1,1,0.775984931547
5711__stern-cabin_16__retreated_9,3,1,1,0,0,0.67996755208
1292__lifted_26__model_29,3,2,2,2,1,1.39361104731
6212__companies_33__level_24,2,2,1,1,0,0.634289409644
100__train_29__accompany_27,1,1,1,1,0,0.449772636188
3606__ambiguity_27__sense_25,3,3,3,2,1,1.50896243341
3715__apart_20__rest_23,2,1,1,0,0,0.406851582613
6855__motives_26__distant_25,3,2,2,2,1,1.07691535116
4779__reputation_21__growing_23,1,1,1,1,1,0.619439968388
1384__technology_6__reign_11,3,2,2,1,1,0.933899721646
6863__self-chosen_35__goals_36,3,2,1,1,0,0.626201263439
6826__interfere_8__asserts_25,2,2,1,0,0,0.448914970192
3550__unemployment_18__receded_19,2,2,2,1,1,0.781355910581
6682__project_46__object_43,3,2,2,1,1,0.965015179254
3690__inherited_10__degree_4,2,1,0,0,0,0.297881700599
842__wear_5__leads_2,2,2,1,1,0,0.632622058917
737__context_23__feel_29,1,1,0,0,0,0.284222858072
4659__unable_44__suppress_46,2,1,0,0,0,0.312879621855
3604__seen_27__extent_21,2,2,2,1,1,0.70249213195
13406__stuff_9__lot_7,1,1,1,1,0,0.485306275098
2651__recommendations_10__derives_7,2,2,1,1,0,0.59771706193
1774__tyremaker_23__plant_25,2,1,1,0,0,0.403996065016
1166__smoke_22__gone_25,1,1,1,0,0,0.455981713728
5679__blew_9__drew_2,2,1,0,0,0,0.425465709937
12846__tied_31__ties_11,2,1,1,0,0,0.370649397889
11712__words_7__usage_5,2,1,1,0,0,0.46960432651
5599__Dream_16__added_14,2,1,0,0,0,0.311940285107
5655__dreams_18__carry_22,3,2,0,0,0,0.416170982743
6183__described_15__features_18,1,1,1,1,0,0.551962496434
3214__involves_23__aims_26,2,1,1,0,0,0.393544129196
9445__wee_16__feel_14,3,3,3,1,0,0.813272030026
1943__co-ordinate_25__formed_15,3,1,0,0,0,0.371905055695
6152__write_10__levels_17,0,0,0,0,0,0.149218833197
2737__water_38__leaned_30,1,0,0,0,0,0.149218833197
814__imagery_19__filled_15,2,2,1,1,0,0.58940951478
7075__two-way_15__exchange_16,2,2,1,1,0,0.679489270806
6596__actions_37__produce_39,2,1,1,0,0,0.426623733413
702__address_6__feel_20,2,0,0,0,0,0.190408255052
8438__killed_7__snapped_10,3,3,2,0,0,0.478057935549
6215__concept_17__led_14,2,1,1,1,1,0.63916045069
4534__excess_11__contains_9,2,2,1,1,0,0.720289409644
8542__fist_18__run_12,3,3,2,1,0,0.843457527466
5604__metal_8__bare_7,3,2,2,1,1,0.978885059166
6178__observe_16__rise_20,3,3,1,1,1,1.02576749117
11317__messed_33__left_48,2,0,0,0,0,0.185479867625
136__result_10__directly_4,1,1,0,0,0,0.29025813514
1630__row_21__form_17,3,2,1,1,0,0.620907832321
743__extended_7__advertisement_8,3,2,2,2,2,1.31533759181
12800__actually_12__lost_15,1,0,0,0,0,0.161833212282
6229__conditions_26__reflect_24,2,2,1,1,1,0.752053611669
1349__phallocentric_9__world_10,3,3,3,3,2,2.1107807518
2774__stillness_59__disturbs_57,2,2,2,2,0,0.994167662343
1514__accident_3__relief_6,2,2,0,0,0,0.269051084784
3630__Burnt-out_34__litter_36,3,3,2,1,0,1.00044992349
3117__practices_28__enable_26,2,1,0,0,0,0.304877292678
13297__various_7__bodies_10,1,1,1,0,0,0.369248292463
6267__flexibility_4__Note_1,3,2,1,0,0,0.625061582863
6711__dangerous_28__eyes_3,3,3,1,0,0,0.478057935549
1851__sweep_23__destroyed_18,2,2,2,1,0,0.726494903345
3545__encouraged_14__platforms_17,3,1,1,0,0,0.715699032269
6852__enters_14__stage_16,2,1,1,1,0,0.647485671887
2576__degree_21__covering_24,2,0,0,0,0,0.147322612654
1339__tactic_12__dismissed_9,3,2,2,1,1,0.967448203496
6307__turbulence_31__moving_23,2,2,2,1,0,0.590257425817
1605__surely_3__sense_7,2,1,0,0,0,0.263531856667
6177__costs_18__undertaken_19,2,2,1,1,1,0.679593711619
8556__strongest_34__lead_35,3,1,1,1,0,0.556938823155
2951__word_3__jubilant_2,3,3,2,1,1,1.26644833137
3640__notion_8__built_5,2,2,1,1,1,0.777917641913
2624__murder_14__confine_9,2,2,0,0,0,0.460349030572
1617__pessimism_6__hard_10,2,1,0,0,0,0.271658863966
3459__clashes_19__violent_18,2,2,2,1,1,0.807406414389
2633__sympathy_6__overwhelm_10,2,2,2,0,0,0.720605235895
6220__indicate_14__support_20,2,1,1,0,0,0.369112633178
2556__imprisonment_22__perception_18,2,2,2,1,0,0.59771706193
1315__society_4__led_7,2,1,1,1,1,0.679489270806
3465__unpleasant_25__contact_26,2,2,1,1,1,0.676453364279
13895__thrombosis_17__upset_15,3,3,3,1,1,1.69398918046
6677__lost_43__paradise_44,2,1,1,1,1,0.661218019986
1621__assumed_10__status_14,2,1,1,0,0,0.439435660783
1256__pass_21__muster_22,3,2,1,1,1,0.708949454357
3655__examine_4__range_6,2,1,1,1,0,0.578854281965
7016__spokesman_44__sections_49,3,1,1,0,0,0.415755148158
1315__culture_50__hybrid_48,3,3,2,2,1,1.63658037791
6584__concepts_35__unite_32,2,1,1,1,0,0.525075354053
1841__authority_31__bound_26,2,2,1,1,0,0.679489270806
6915__appear_4__suffer_6,2,2,1,1,0,0.611217772195
6474__chapter_2__concludes_3,1,1,1,0,0,0.41180720609
6758__mortgage_30__cover_38,3,2,0,0,0,0.268338724514
1608__trouble_2__saved_16,2,1,1,1,0,0.49140767856
10215__feel_4__rabbit_8,2,1,1,1,0,0.591465880232
525__task_10__giving_12,1,1,0,0,0,0.380926115732
6822__irrelevant_59__ground_49,3,2,1,1,1,0.741874847999
9446__buy_24__feel_26,3,3,2,0,0,0.999957911307
2838__streets_8__penetrated_5,2,1,1,1,0,0.679489270806
6444__appear_50__makes_47,2,1,0,0,0,0.301505355478
1162__industry_26__free_22,3,2,1,0,0,0.686567547569
6744__French_2__eyes_3,3,2,2,2,1,1.59180343777
682__labour_19__levels_9,1,1,0,0,0,0.406336371358
6861__disclaimer_11__comes_12,3,2,2,1,1,0.783871648253
3039__tried_10__scourge_13,3,2,1,0,0,0.655636395576
491__centre-forward_20__forays_23,3,3,3,2,1,1.5246375854
8542__run_12__fist_18,2,1,1,0,0,0.417159759802
474__gallery_9__recall_6,3,1,1,0,0,0.526603230163
6799__human_28__free_13,2,2,1,0,0,0.71490991349
1051__depends_7__setting_10,1,1,1,0,0,0.416159032112
825__lack_13__inserted_9,1,1,0,0,0,0.331652905622
3122__national_2__standard_3,2,2,1,1,0,0.89401893691
1393__suggestion_15__vibrant_12,3,2,1,0,0,0.473002159601
5612__obedient_8__rule_11,2,2,1,0,0,0.393526398362
4518__latter_23__directly_26,0,0,0,0,0,0.180174710862
2098__permanently_21__booked_22,2,1,1,1,0,0.628870273871
3571__crime_28__impact_23,2,1,1,0,0,0.390551170533
1074__suburbs_27__levels_17,2,0,0,0,0,0.18565014877
3594__residents_20__gap_17,2,1,1,0,0,0.555799850239
4518__consultants_28__directly_26,0,0,0,0,0,0.180174710862
8476__decided_2__wipe_4,1,1,1,0,0,0.490199202264
3118__changes_17__press_13,2,2,2,1,1,0.740584122306
3714__upbringing_9__conclude_16,1,0,0,0,0,0.203481758992
743__advertisement_8__extended_7,3,2,2,2,1,1.39361104731
5709__meal_10__attacked_24,1,0,0,0,0,0.203481758992
2643__law_24__introduced_21,2,1,1,0,0,0.486910655624
3481__media_2__crack_16,3,3,2,1,0,0.946332372674
1465__reservations_26__bury_24,3,3,2,1,0,0.981258843262
3634__policies_31__pursuit_28,2,2,1,1,1,0.770097680732
6967__friction_31__settle_23,2,1,0,0,0,0.292582814035
2150__leaving_23__ruins_28,2,1,0,0,0,0.41007798746
1275__response_21__tandem_14,3,2,2,0,0,0.485661963947
4779__fashion_7__world_5,1,1,1,1,0,0.554405212578
3075__hitting_5__peaks_7,3,3,2,1,0,0.996332372674
4755__walked_2__weaving_10,2,2,0,0,0,0.321087323858
3456__inspired_15__scale_33,3,2,1,0,0,0.371056393732
7127__strip_10__dips_2,2,2,1,0,0,0.376772639566
3735__review_6__fields_15,1,1,0,0,0,0.330259383903
3502__concluded_9__Drawing_1,0,0,0,0,0,0.157837707274
1757__bid_15__winning_11,1,1,1,1,0,0.607810363762
4896__rapidly_5__golden_16,0,0,0,0,0,0.185479867625
916__tell_14__lying_10,2,1,0,0,0,0.293426860381
1576__position_5__emphasised_11,2,1,0,0,0,0.310150501857
2564__hearing_30__enacted_21,2,1,1,0,0,0.370467441431
8132__speed_25__control_27,2,1,1,0,0,0.407857499647
1784__chemicals_5__activities_6,2,2,2,0,0,0.496150787621
677__maintain_28__habits_31,2,1,1,0,0,0.391318173743
3596__attempts_33__seen_29,1,1,1,1,0,0.504554630774
6361__sciences_3__offer_7,1,1,0,0,0,0.248680395805
4972__radio_8__left_4,3,1,0,0,0,0.327180795596
2521__amount_41__form_44,1,1,1,1,0,0.554405212578
1797__produced_8__release_13,1,0,0,0,0,0.17286548854
728__TV_34__starved_36,3,3,3,2,1,1.4364234676
1463__otherwise_8__views_5,1,1,0,0,0,0.344930713493
1935__strain_20__ease_17,2,2,1,0,0,0.556447997036
6176__remains_12__attempt_4,1,1,1,0,0,0.392593240199
1895__potential_12__natural_11,3,2,1,1,1,0.707661167605
522__homilies_5__addressed_11,3,0,0,0,0,0.244203651995
2143__childishly_4__determined_7,2,2,1,0,0,0.539869574339
176__history_9__outstanding_5,2,1,1,0,0,0.425737145882
1851__existence_48__allow_45,2,1,1,1,0,0.583378160186
2738__wind_6__bitten_7,3,3,3,3,2,2.1107807518
1187__brick_11__cathedrals_12,3,3,2,2,2,1.67104444372
7092__decision_23__allowed_25,2,1,1,1,0,0.605643977372
5786__ago_12__means_15,1,0,0,0,0,0.166055434504
1664__trace_34__sunk_30,3,3,2,0,0,0.691297525013
3745__discusses_6__field_9,1,1,0,0,0,0.266971266057
6241__typefaces_17__poor_16,3,3,3,3,2,2.08654199526
112__grave_16__rest_12,2,2,1,1,0,0.566915140275
6368__girls_5__stage_9,2,1,0,0,0,0.259682727086
6258__knowledge_18__base_19,3,2,1,0,0,0.589223349781
2138__down-setting_56__decent_55,3,3,3,2,2,2.14925428297
7513__country_3__mean_9,2,2,0,0,0,0.293874853449
1587__envisages_9__system_11,3,3,3,1,0,1.28100452109
6359__model_9__link_6,1,1,1,0,0,0.38252384674
186__FISA_1__body_7,2,1,1,0,0,0.41180720609
6833__children_19__embraced_11,2,1,1,0,0,0.453813332699
2702__fee_28__finding_27,1,1,0,0,0,0.344930713493
6479__days_13__offered_10,2,1,1,1,0,0.54551591992
2779__weep_11__daughter_9,2,1,0,0,0,0.288528497874
6758__exacerbated_42__cover_38,3,2,2,0,0,0.835899107822
3453__growing_7__malaise_8,3,2,2,2,1,1.39664163398
3742__infrastructure_17__applications_18,2,2,2,1,0,0.805363979982
6746__bravery_22__expunged_24,3,3,3,2,1,1.8885885267
6427__science_9__attitudes_7,1,1,0,0,0,0.278133340314
4704__trays_4__unloaded_2,2,1,1,1,0,0.553754822936
6437__attractive_18__image_19,2,1,1,0,0,0.409731034129
6251__definition_2__inflexible_8,3,1,0,0,0,0.364914280285
3123__conducted_24__background_27,0,0,0,0,0,0.187779840042
3632__ground_13__breeding_12,2,2,1,1,1,0.676453364279
1212__genius_14__stemmed_20,3,2,0,0,0,0.335852122535
1234__truth_26__duller_31,3,2,2,2,1,1.07691535116
194__yardstick_26__circuit_30,3,3,2,2,1,1.45961477595
461__impressed_25__aggression_32,3,2,0,0,0,0.412710082189
9958__portion_91__breast_90,3,2,2,1,0,0.738294865334
3551__affected_22__survey_15,1,1,0,0,0,0.344930713493
3484__city_20__serious_16,1,0,0,0,0,0.161833212282
3602__Similarly_1__spread_3,2,1,1,1,0,0.604274035289
6576__information-givers_13__attitudes_9,2,2,1,1,0,0.679489270806
4852__ran_2__fair_10,0,0,0,0,0,0.161833212282
13323__priorities_9__top_8,1,1,1,1,1,0.661469873036
465__forwards_30__scored_26,2,2,0,0,0,0.359420586942
6300__Preference_9__Link_4,2,1,1,0,0,0.377625484233
1082__canyon_27__blocked_14,3,2,0,0,0,0.376160462151
2800__recur_3__motifs_2,3,1,1,0,0,0.695158021527
1891__strategy_12__disengagement_14,3,3,2,2,2,1.6523441132
8548__name_16__picked_17,1,1,1,1,1,0.639191860351
1069__Single-car_1__forms_16,2,2,0,0,0,0.335241280862
1227__knife_19__stick_17,3,2,1,1,0,0.738294865334
3490__social_4__environment_7,1,1,1,1,1,0.639191860351
5752__whiskey_17__slug_14,3,2,2,2,0,1.02961588592
6613__resulting_19__dream-work_22,2,2,2,2,0,0.784290638461
6800__unashamedly_52__admitted_53,3,1,1,0,0,0.385907820359
2687__rent_17__paying_14,1,1,1,0,0,0.409078086091
6731__chivalry_9__flourished_10,3,3,2,1,0,1.15248781608
3575__interrelationship_24__hinged_21,2,2,1,1,0,0.697277260492
725__day_23__channel_26,2,1,1,0,0,0.523285807448
6461__industrial_2__impact_5,1,1,1,1,0,0.50460854494
1020__market_17__slow_16,2,1,1,0,0,1.10793926335
3633__argument_11__seen_15,1,1,1,1,1,0.639191860351
8747__privacy_8__intrude_3,2,2,1,1,1,0.798672182712
6350__ego-_18__condition_20,2,2,1,1,0,0.574426023537
1791__disappointment_12__serious_11,2,1,1,1,1,0.679489270806
3670__notion_11__based_8,2,1,1,1,0,0.662852827543
5731__jock_31__beetle_38,1,0,0,0,0,0.1452706649
1052__indication_23__shown_30,2,0,0,0,0,0.192493386898
2080__clip_13__ankle_16,2,2,0,0,0,0.337937359294
2931__appears_12__passage_8,1,0,0,0,0,0.185479867625
2676__received_11__passed_7,1,1,0,0,0,0.344930713493
440__rugby_10__visited_7,2,2,1,0,0,0.585013633799
3752__research_6__challenges_4,2,1,1,0,0,0.486153079866
3105__commitment_23__nailed_31,3,3,2,0,0,0.876502912309
11221__company_22__ties_17,3,2,1,1,0,0.750440293331
3547__organizations_10__expansion_6,2,1,1,1,0,0.604274035289
6446__spectacular_60__features_61,2,2,1,1,1,0.705083099341
2587__focus_6__tend_4,2,2,1,1,0,0.750060074483
6768__noble_2__gesture_3,2,2,1,1,0,0.754032006533
6602__dialectic_16__law_13,3,3,2,2,0,1.24637032448
3568__immediate_10__suppression_11,2,2,1,1,1,0.676453364279
3571__violence_26__impact_23,2,2,1,1,0,0.591465880232
588__living_10__plants_13,1,1,0,0,0,0.310352210255
1324__perfectly_4__illustrates_5,2,2,2,1,1,0.681630377104
2555__murder_10__mark_8,2,2,1,1,0,0.714813622684
6307__boys_22__moving_23,2,1,1,0,0,0.567366545426
2774__marked_21__twisting_19,2,1,0,0,0,0.323102914744
6969__equal_11__emerged_4,2,1,1,0,0,0.540553673205
2641__probability_15__degree_13,1,1,1,1,0,0.579842493938
572__provisions_7__looks_4,3,1,1,1,0,0.535620681825
4956__soundlessly_9__steel_20,3,2,1,0,0,0.462675139622
6631__totalization_38__produces_40,3,3,1,1,0,0.808804327963
6574__staff_5__reflect_7,1,1,1,0,0,0.490199202264
6173__multiplier_8__acquire_4,2,2,2,2,0,0.993132866488
5074__question_10__directing_8,1,1,1,1,0,0.607810363762
1384__concomitant_9__values_10,3,3,3,1,0,1.25577575546
6372__girls_7__proportion_2,1,1,1,0,0,0.42388508542
6357__clinging_42__rigidly_43,3,2,2,1,1,0.901565850555
1073__trams_14__wave_13,3,3,2,1,1,1.25222630427
6615__totality_16__sets_5,3,2,1,1,0,0.603867975626
6335__doubts_8__possess_6,1,1,1,0,0,0.38252384674
6392__image_10__change_8,2,1,1,0,0,0.417159759802
3748__chapter_3__discusses_9,1,1,0,0,0,0.288149122546
3224__directing_14__extends_15,2,1,1,1,1,0.77330228552
1084__operation_5__inflexible_3,2,2,2,2,1,1.03881165798
1853__ideas_16__interchange_12,2,2,1,1,1,0.696350789796
3595__perception_21__questioned_19,2,2,1,1,1,0.676453364279
1593__section_7__adapts_10,2,1,1,1,0,0.531665020385
1376__level_3__coda_9,3,2,0,0,0,0.303810336463
6340__crucial_11__acquisition_4,2,1,1,0,0,0.421787439439
2919__orators_8__prepared_12,1,1,0,0,0,0.297951502396
2654__placing_50__grounds_48,1,1,1,1,0,0.504554630774
3682__custody_14__form_12,2,2,1,1,0,0.683923186323
687__zinc_22__stores_23,3,3,3,1,0,0.940783353066
6584__relocate_72__reconcile_80,3,2,2,0,0,0.58265585993
837__able_29__run_31,1,1,1,1,0,0.504554630774
2822__phonecards_3__greet_11,3,2,1,0,0,0.48940644975
6957__sense_34__narrow_33,2,2,2,1,1,0.73522721289
1347__stare_4__knowingly_5,2,2,2,1,1,0.759675742302
3193__individual_14__contact_15,1,1,1,0,0,0.369248292463
1742__agreed_24__design_26,2,1,1,1,0,0.567898883464
5410__days_7__world_12,1,1,0,0,0,0.323102914744
176__international_11__outstanding_5,1,0,0,0,0,0.166055434504
1395__dress_13__represents_14,2,2,1,1,0,0.66433994355
3657__range_21__wide_20,1,1,1,0,0,0.369248292463
1500__strain_2__start_5,3,3,3,2,0,1.58549247802
3446__impatience_11__tide_9,3,3,3,3,2,2.08654199526
6472__progress_8__section_3,2,2,1,0,0,0.420080637713
1637__Fortunately_1__looks_17,2,1,1,0,0,0.415771064509
3151__form_38__conceived_34,2,1,1,1,0,0.578854281965
1927__short_5__transferred_13,0,0,0,0,0,0.171158251564
4560__associated_24__planning_27,1,1,1,0,0,0.450638410912
8119__navigation_13__toughest_23,3,1,0,0,0,0.360119723575
561__review_4__endorsed_7,1,1,1,0,0,0.39918290653
147__transferred_4__employ_16,2,1,0,0,0,0.354562506933
542__fix_30__quick_29,2,1,1,1,1,0.715784298051
1900__vivendi_3__imply_6,3,3,3,2,0,1.40711185061
6183__stoppages_23__features_18,3,2,2,2,0,1.16171542702
3464__mixture_2__heated_4,3,3,1,1,0,0.913098269316
3518__increase_66__sense_45,2,0,0,0,0,0.189702089847
3642__barons_13__role_7,1,0,0,0,0,0.1452706649
621__detecting_16__grounds_20,3,2,2,2,0,1.04105274159
1723__extra_24__box_26,1,1,0,0,0,0.253644859971
5092__neck_4__line_8,2,2,2,2,2,1.36445157648
3517__placed_13__stress_11,2,1,1,1,0,0.632622058917
1675__Arsenal_4__pressing_5,3,1,1,0,0,0.432877125333
4759__crossed_8__tightly_7,3,2,2,1,1,1.16951005917
6870__views_6__tension_2,2,2,1,0,0,0.550400094833
2723__miles_28__sprawl_25,3,3,3,2,0,1.2183483722
6401__involving_5__approach_4,3,2,1,1,0,0.591465880232
11000__little_10__bit_11,1,1,1,1,0,0.506335161956
543__fix_3__unfixed_6,2,1,1,1,0,0.675957084397
6590__processes_24__link_19,3,1,0,0,0,0.310150501857
4672__friendly_20__level_27,1,0,0,0,0,0.161833212282
6494__Parents_1__resource_9,2,1,0,0,0,0.38574220204
1782__Earnings_1__level_3,2,2,1,1,1,0.699345603582
1603__enthusiasm_7__reached_3,1,1,1,0,0,0.378663300407
3636__emphasis_2__acts_11,2,2,2,1,0,0.645738669686
6280__chore_29__regarded_25,2,1,1,1,0,0.605643977372
8585__countryside_18__passing_17,3,2,2,1,1,0.816727797071
3523__economic_22__regeneration_23,2,2,1,1,0,0.586667032238
5594__functional_14__sleekly_13,3,3,3,3,2,2.08654199526
1174__design_10__field_8,2,1,1,1,1,0.682883394413
3548__agencies_20__financed_26,1,0,0,0,0,0.166055434504
3081__bullish_24__market_18,3,1,1,1,0,0.44075428213
1840__achieve_8__objectives_11,2,2,1,1,0,0.549875283579
3213__establishment_12__concerned_9,3,1,0,0,0,0.333123002537
1215__pants_11__change_7,2,1,1,0,0,0.32548425739
1918__proudly_13__account_4,3,1,0,0,0,0.348664049904
3165__basic_13__tool_14,2,1,0,0,0,0.31894482886
1033__society_3__staffing_6,2,2,2,1,1,0.770046147517
8455__expected_7__honour_10,2,2,1,1,0,0.756509584431
7065__importance_17__shown_25,2,1,1,0,0,0.391318173743
6770__century_24__middle_20,1,1,0,0,0,0.305548836532
6835__covers_14__images_21,1,1,1,1,0,0.504554630774
6155__production_14__facilities_25,3,1,0,0,0,0.328325502827
8460__identities_5__kept_2,2,1,1,1,0,0.610488549796
6300__Science_11__Link_4,3,1,0,0,0,0.328916735623
1289__language_10__formal_9,2,1,1,1,0,0.633984961622
7057__special_40__deposit_42,1,1,1,1,0,0.664311336711
535__discrimination_47__evil_51,2,1,1,0,0,0.43825111925
3554__link_24__danger_4,2,1,0,0,0,0.311940285107
11235__stick_8__gon_3,3,1,0,0,0,0.297437052667
8039__sex_5__looking_3,1,1,1,1,0,0.607810363762
1082__buses_8__held_2,2,2,1,0,0,0.427445840787
6208__organisations_13__larger_16,2,1,0,0,0,0.333123002537
8102__gently_8__break_5,3,2,1,1,1,0.752053611669
7065__manner_28__concrete_27,3,2,2,1,1,1.09237648641
1500__ill-equipped_10__cope_16,3,3,2,1,0,0.869306335879
6646__torn_13__ensemble_12,3,3,3,2,1,1.68519200733
15715__whither_4__quickly_6,3,2,1,1,0,0.789606397935
4510__data_11__level_14,1,1,0,0,0,0.288712117341
6833__principle_15__liberty_14,2,2,2,2,1,1.07691535116
979__washing_6__bowels_13,3,1,0,0,0,0.348582880342
7093__eradicated_17__admitted_5,0,0,0,0,0,0.185479867625
1995__describe_15__sergeant_26,2,0,0,0,0,0.153615485052
1356__own_34__derives_25,2,1,1,0,0,0.401290080507
4580__jacket_33__line_31,1,1,0,0,0,0.345395025212
4790__repeated_2__stunned_4,3,2,2,0,0,0.513017539819
3087__deposits_48__calling_45,2,2,1,1,0,0.702680041197
143__Plow_34__Broke_36,2,2,2,0,0,0.847398610067
1576__court_10__emphasised_11,1,1,1,1,0,0.531665020385
4478__wards_16__level_14,2,2,1,0,0,0.540692511492
3199__custody_21__door_19,2,2,2,1,0,0.708463671278
6637__aims_44__destroy_46,1,0,0,0,0,0.141048442678
7014__language_8__violent_10,3,2,2,2,2,1.36085254839
1101__tramways_15__considering_13,1,1,1,0,0,0.46672599451
2584__calls_23__weighing_26,2,2,1,0,0,0.385117307453
6644__plurality_22__decomposes_19,3,3,3,3,2,2.10008744981
7058__management_17__coordination_23,3,1,0,0,0,0.333123002537
6589__single_33__narrative_34,3,2,1,1,1,0.707661167605
3224__enforcing_17__extends_15,2,0,0,0,0,0.159551297343
4489__studies_15__consider_7,1,1,0,0,0,0.300166791311
2957__corporations_15__powerful_12,2,2,1,0,0,0.625347681665
152__trenchant_18__assessment_21,3,3,2,2,0,1.53534544769
9665__yeah_2__game_7,3,3,1,0,0,0.549855267183
5775__cocaine_4__Coming_2,3,3,1,0,0,0.762845800968
3521__anticipated_8__scale_10,2,1,1,1,0,0.605730571149
1323__reputation_20__evolved_22,3,3,2,1,0,1.08968022143
6855__children_14__blame_32,3,3,2,0,0,0.653856060669
6437__science_43__element_38,3,1,0,0,0,0.310150501857
6469__attempts_11__barriers_21,1,0,0,0,0,0.168917320243
1202__station_19__deserved_20,2,1,1,0,0,0.400230017142
3453__lingering_5__malaise_8,3,3,3,2,1,2.14106060708
3225__session_2__allows_3,1,1,1,1,0,0.569268825548
